"Name","Type","Uri","Path","Depth","Contained"
"androidDeviceOwnerEnrollmentProfiles","androidDeviceOwnerEnrollmentProfile","/beta/deviceManagement/androidDeviceOwnerEnrollmentProfiles","/deviceManagement/androidDeviceOwnerEnrollmentProfiles","0","True"
"androidForWorkAppConfigurationSchemas","androidForWorkAppConfigurationSchema","/beta/deviceManagement/androidForWorkAppConfigurationSchemas","/deviceManagement/androidForWorkAppConfigurationSchemas","0","True"
"androidForWorkEnrollmentProfiles","androidForWorkEnrollmentProfile","/beta/deviceManagement/androidForWorkEnrollmentProfiles","/deviceManagement/androidForWorkEnrollmentProfiles","0","True"
"androidManagedStoreAppConfigurationSchemas","androidManagedStoreAppConfigurationSchema","/beta/deviceManagement/androidManagedStoreAppConfigurationSchemas","/deviceManagement/androidManagedStoreAppConfigurationSchemas","0","True"
"zebraFotaArtifacts","zebraFotaArtifact","/beta/deviceManagement/zebraFotaArtifacts","/deviceManagement/zebraFotaArtifacts","0","True"
"zebraFotaDeployments","zebraFotaDeployment","/beta/deviceManagement/zebraFotaDeployments","/deviceManagement/zebraFotaDeployments","0","True"
"auditEvents","auditEvent","/beta/deviceManagement/auditEvents","/deviceManagement/auditEvents","0","True"
"assignmentFilters","deviceAndAppManagementAssignmentFilter","/beta/deviceManagement/assignmentFilters","/deviceManagement/assignmentFilters","0","True"
"chromeOSOnboardingSettings","chromeOSOnboardingSettings","/beta/deviceManagement/chromeOSOnboardingSettings","/deviceManagement/chromeOSOnboardingSettings","0","True"
"cloudCertificationAuthority","cloudCertificationAuthority","/beta/deviceManagement/cloudCertificationAuthority","/deviceManagement/cloudCertificationAuthority","0","True"
"cloudCertificationAuthorityLeafCertificate","cloudCertificationAuthorityLeafCertificate","/beta/deviceManagement/cloudCertificationAuthority/{id}/cloudCertificationAuthorityLeafCertificate","/deviceManagement/cloudCertificationAuthority/{id}/cloudCertificationAuthorityLeafCertificate","1","False"
"cloudCertificationAuthorityLeafCertificate","cloudCertificationAuthorityLeafCertificate","/beta/deviceManagement/cloudCertificationAuthorityLeafCertificate","/deviceManagement/cloudCertificationAuthorityLeafCertificate","0","True"
"termsAndConditions","termsAndConditions","/beta/deviceManagement/termsAndConditions","/deviceManagement/termsAndConditions","0","True"
"acceptanceStatuses","termsAndConditionsAcceptanceStatus","/beta/deviceManagement/termsAndConditions/{id}/acceptanceStatuses","/deviceManagement/termsAndConditions/{id}/acceptanceStatuses","1","True"
"assignments","termsAndConditionsAssignment","/beta/deviceManagement/termsAndConditions/{id}/assignments","/deviceManagement/termsAndConditions/{id}/assignments","1","True"
"groupAssignments","termsAndConditionsGroupAssignment","/beta/deviceManagement/termsAndConditions/{id}/groupAssignments","/deviceManagement/termsAndConditions/{id}/groupAssignments","1","True"
"cartToClassAssociations","cartToClassAssociation","/beta/deviceManagement/cartToClassAssociations","/deviceManagement/cartToClassAssociations","0","True"
"deviceCompliancePolicies","deviceCompliancePolicy","/beta/deviceManagement/deviceCompliancePolicies","/deviceManagement/deviceCompliancePolicies","0","True"
"assignments","deviceCompliancePolicyAssignment","/beta/deviceManagement/deviceCompliancePolicies/{id}/assignments","/deviceManagement/deviceCompliancePolicies/{id}/assignments","1","True"
"deviceSettingStateSummaries","settingStateDeviceSummary","/beta/deviceManagement/deviceCompliancePolicies/{id}/deviceSettingStateSummaries","/deviceManagement/deviceCompliancePolicies/{id}/deviceSettingStateSummaries","1","True"
"deviceStatuses","deviceComplianceDeviceStatus","/beta/deviceManagement/deviceCompliancePolicies/{id}/deviceStatuses","/deviceManagement/deviceCompliancePolicies/{id}/deviceStatuses","1","True"
"scheduledActionsForRule","deviceComplianceScheduledActionForRule","/beta/deviceManagement/deviceCompliancePolicies/{id}/scheduledActionsForRule","/deviceManagement/deviceCompliancePolicies/{id}/scheduledActionsForRule","1","True"
"scheduledActionConfigurations","deviceComplianceActionItem","/beta/deviceManagement/deviceCompliancePolicies/{id}/scheduledActionsForRule/{id}/scheduledActionConfigurations","/deviceManagement/deviceCompliancePolicies/{id}/scheduledActionsForRule/{id}/scheduledActionConfigurations","2","True"
"userStatuses","deviceComplianceUserStatus","/beta/deviceManagement/deviceCompliancePolicies/{id}/userStatuses","/deviceManagement/deviceCompliancePolicies/{id}/userStatuses","1","True"
"deviceCompliancePolicySettingStateSummaries","deviceCompliancePolicySettingStateSummary","/beta/deviceManagement/deviceCompliancePolicySettingStateSummaries","/deviceManagement/deviceCompliancePolicySettingStateSummaries","0","True"
"deviceComplianceSettingStates","deviceComplianceSettingState","/beta/deviceManagement/deviceCompliancePolicySettingStateSummaries/{id}/deviceComplianceSettingStates","/deviceManagement/deviceCompliancePolicySettingStateSummaries/{id}/deviceComplianceSettingStates","1","True"
"deviceConfigurationConflictSummary","deviceConfigurationConflictSummary","/beta/deviceManagement/deviceConfigurationConflictSummary","/deviceManagement/deviceConfigurationConflictSummary","0","True"
"deviceConfigurationRestrictedAppsViolations","restrictedAppsViolation","/beta/deviceManagement/deviceConfigurationRestrictedAppsViolations","/deviceManagement/deviceConfigurationRestrictedAppsViolations","0","True"
"deviceConfigurations","deviceConfiguration","/beta/deviceManagement/deviceConfigurations","/deviceManagement/deviceConfigurations","0","True"
"assignments","deviceConfigurationAssignment","/beta/deviceManagement/deviceConfigurations/{id}/assignments","/deviceManagement/deviceConfigurations/{id}/assignments","1","True"
"deviceSettingStateSummaries","settingStateDeviceSummary","/beta/deviceManagement/deviceConfigurations/{id}/deviceSettingStateSummaries","/deviceManagement/deviceConfigurations/{id}/deviceSettingStateSummaries","1","True"
"deviceStatuses","deviceConfigurationDeviceStatus","/beta/deviceManagement/deviceConfigurations/{id}/deviceStatuses","/deviceManagement/deviceConfigurations/{id}/deviceStatuses","1","True"
"groupAssignments","deviceConfigurationGroupAssignment","/beta/deviceManagement/deviceConfigurations/{id}/groupAssignments","/deviceManagement/deviceConfigurations/{id}/groupAssignments","1","True"
"userStatuses","deviceConfigurationUserStatus","/beta/deviceManagement/deviceConfigurations/{id}/userStatuses","/deviceManagement/deviceConfigurations/{id}/userStatuses","1","True"
"deviceConfigurationsAllManagedDeviceCertificateStates","managedAllDeviceCertificateState","/beta/deviceManagement/deviceConfigurationsAllManagedDeviceCertificateStates","/deviceManagement/deviceConfigurationsAllManagedDeviceCertificateStates","0","True"
"hardwareConfigurations","hardwareConfiguration","/beta/deviceManagement/hardwareConfigurations","/deviceManagement/hardwareConfigurations","0","True"
"assignments","hardwareConfigurationAssignment","/beta/deviceManagement/hardwareConfigurations/{id}/assignments","/deviceManagement/hardwareConfigurations/{id}/assignments","1","True"
"deviceRunStates","hardwareConfigurationDeviceState","/beta/deviceManagement/hardwareConfigurations/{id}/deviceRunStates","/deviceManagement/hardwareConfigurations/{id}/deviceRunStates","1","True"
"userRunStates","hardwareConfigurationUserState","/beta/deviceManagement/hardwareConfigurations/{id}/userRunStates","/deviceManagement/hardwareConfigurations/{id}/userRunStates","1","True"
"hardwarePasswordDetails","hardwarePasswordDetail","/beta/deviceManagement/hardwarePasswordDetails","/deviceManagement/hardwarePasswordDetails","0","True"
"hardwarePasswordInfo","hardwarePasswordInfo","/beta/deviceManagement/hardwarePasswordInfo","/deviceManagement/hardwarePasswordInfo","0","True"
"iosUpdateStatuses","iosUpdateDeviceStatus","/beta/deviceManagement/iosUpdateStatuses","/deviceManagement/iosUpdateStatuses","0","True"
"macOSSoftwareUpdateAccountSummaries","macOSSoftwareUpdateAccountSummary","/beta/deviceManagement/macOSSoftwareUpdateAccountSummaries","/deviceManagement/macOSSoftwareUpdateAccountSummaries","0","True"
"categorySummaries","macOSSoftwareUpdateCategorySummary","/beta/deviceManagement/macOSSoftwareUpdateAccountSummaries/{id}/categorySummaries","/deviceManagement/macOSSoftwareUpdateAccountSummaries/{id}/categorySummaries","1","True"
"updateStateSummaries","macOSSoftwareUpdateStateSummary","/beta/deviceManagement/macOSSoftwareUpdateAccountSummaries/{id}/categorySummaries/{id}/updateStateSummaries","/deviceManagement/macOSSoftwareUpdateAccountSummaries/{id}/categorySummaries/{id}/updateStateSummaries","2","True"
"managedDeviceEncryptionStates","managedDeviceEncryptionState","/beta/deviceManagement/managedDeviceEncryptionStates","/deviceManagement/managedDeviceEncryptionStates","0","True"
"ndesConnectors","ndesConnector","/beta/deviceManagement/ndesConnectors","/deviceManagement/ndesConnectors","0","True"
"complianceCategories","deviceManagementConfigurationCategory","/beta/deviceManagement/complianceCategories","/deviceManagement/complianceCategories","0","True"
"compliancePolicies","deviceManagementCompliancePolicy","/beta/deviceManagement/compliancePolicies","/deviceManagement/compliancePolicies","0","True"
"assignments","deviceManagementConfigurationPolicyAssignment","/beta/deviceManagement/compliancePolicies/{id}/assignments","/deviceManagement/compliancePolicies/{id}/assignments","1","True"
"scheduledActionsForRule","deviceManagementComplianceScheduledActionForRule","/beta/deviceManagement/compliancePolicies/{id}/scheduledActionsForRule","/deviceManagement/compliancePolicies/{id}/scheduledActionsForRule","1","True"
"scheduledActionConfigurations","deviceManagementComplianceActionItem","/beta/deviceManagement/compliancePolicies/{id}/scheduledActionsForRule/{id}/scheduledActionConfigurations","/deviceManagement/compliancePolicies/{id}/scheduledActionsForRule/{id}/scheduledActionConfigurations","2","False"
"settings","deviceManagementConfigurationSetting","/beta/deviceManagement/compliancePolicies/{id}/settings","/deviceManagement/compliancePolicies/{id}/settings","1","True"
"settingDefinitions","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/compliancePolicies/{id}/settings/{id}/settingDefinitions","/deviceManagement/compliancePolicies/{id}/settings/{id}/settingDefinitions","2","False"
"complianceSettings","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/complianceSettings","/deviceManagement/complianceSettings","0","True"
"configurationCategories","deviceManagementConfigurationCategory","/beta/deviceManagement/configurationCategories","/deviceManagement/configurationCategories","0","True"
"configurationPolicies","deviceManagementConfigurationPolicy","/beta/deviceManagement/configurationPolicies","/deviceManagement/configurationPolicies","0","True"
"assignments","deviceManagementConfigurationPolicyAssignment","/beta/deviceManagement/configurationPolicies/{id}/assignments","/deviceManagement/configurationPolicies/{id}/assignments","1","True"
"settings","deviceManagementConfigurationSetting","/beta/deviceManagement/configurationPolicies/{id}/settings","/deviceManagement/configurationPolicies/{id}/settings","1","True"
"settingDefinitions","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/configurationPolicies/{id}/settings/{id}/settingDefinitions","/deviceManagement/configurationPolicies/{id}/settings/{id}/settingDefinitions","2","False"
"configurationPolicyTemplates","deviceManagementConfigurationPolicyTemplate","/beta/deviceManagement/configurationPolicyTemplates","/deviceManagement/configurationPolicyTemplates","0","True"
"settingTemplates","deviceManagementConfigurationSettingTemplate","/beta/deviceManagement/configurationPolicyTemplates/{id}/settingTemplates","/deviceManagement/configurationPolicyTemplates/{id}/settingTemplates","1","True"
"settingDefinitions","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/configurationPolicyTemplates/{id}/settingTemplates/{id}/settingDefinitions","/deviceManagement/configurationPolicyTemplates/{id}/settingTemplates/{id}/settingDefinitions","2","True"
"configurationSettings","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/configurationSettings","/deviceManagement/configurationSettings","0","True"
"reusablePolicySettings","deviceManagementReusablePolicySetting","/beta/deviceManagement/reusablePolicySettings","/deviceManagement/reusablePolicySettings","0","True"
"referencingConfigurationPolicies","deviceManagementConfigurationPolicy","/beta/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies","/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies","1","True"
"assignments","deviceManagementConfigurationPolicyAssignment","/beta/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies/{id}/assignments","/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies/{id}/assignments","2","True"
"settings","deviceManagementConfigurationSetting","/beta/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies/{id}/settings","/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies/{id}/settings","2","True"
"settingDefinitions","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies/{id}/settings/{id}/settingDefinitions","/deviceManagement/reusablePolicySettings/{id}/referencingConfigurationPolicies/{id}/settings/{id}/settingDefinitions","3","False"
"reusableSettings","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/reusableSettings","/deviceManagement/reusableSettings","0","True"
"templateInsights","deviceManagementTemplateInsightsDefinition","/beta/deviceManagement/templateInsights","/deviceManagement/templateInsights","0","True"
"templateSettings","deviceManagementConfigurationSettingTemplate","/beta/deviceManagement/templateSettings","/deviceManagement/templateSettings","0","True"
"settingDefinitions","deviceManagementConfigurationSettingDefinition","/beta/deviceManagement/templateSettings/{id}/settingDefinitions","/deviceManagement/templateSettings/{id}/settingDefinitions","1","True"
"complianceManagementPartners","complianceManagementPartner","/beta/deviceManagement/complianceManagementPartners","/deviceManagement/complianceManagementPartners","0","True"
"deviceCategories","deviceCategory","/beta/deviceManagement/deviceCategories","/deviceManagement/deviceCategories","0","True"
"deviceEnrollmentConfigurations","deviceEnrollmentConfiguration","/beta/deviceManagement/deviceEnrollmentConfigurations","/deviceManagement/deviceEnrollmentConfigurations","0","True"
"assignments","enrollmentConfigurationAssignment","/beta/deviceManagement/deviceEnrollmentConfigurations/{id}/assignments","/deviceManagement/deviceEnrollmentConfigurations/{id}/assignments","1","True"
"deviceManagementPartners","deviceManagementPartner","/beta/deviceManagement/deviceManagementPartners","/deviceManagement/deviceManagementPartners","0","True"
"exchangeConnectors","deviceManagementExchangeConnector","/beta/deviceManagement/exchangeConnectors","/deviceManagement/exchangeConnectors","0","True"
"exchangeOnPremisesPolicies","deviceManagementExchangeOnPremisesPolicy","/beta/deviceManagement/exchangeOnPremisesPolicies","/deviceManagement/exchangeOnPremisesPolicies","0","True"
"mobileThreatDefenseConnectors","mobileThreatDefenseConnector","/beta/deviceManagement/mobileThreatDefenseConnectors","/deviceManagement/mobileThreatDefenseConnectors","0","True"
"categories","deviceManagementSettingCategory","/beta/deviceManagement/categories","/deviceManagement/categories","0","True"
"settingDefinitions","deviceManagementSettingDefinition","/beta/deviceManagement/categories/{id}/settingDefinitions","/deviceManagement/categories/{id}/settingDefinitions","1","True"
"intents","deviceManagementIntent","/beta/deviceManagement/intents","/deviceManagement/intents","0","True"
"assignments","deviceManagementIntentAssignment","/beta/deviceManagement/intents/{id}/assignments","/deviceManagement/intents/{id}/assignments","1","True"
"categories","deviceManagementIntentSettingCategory","/beta/deviceManagement/intents/{id}/categories","/deviceManagement/intents/{id}/categories","1","True"
"settings","deviceManagementSettingInstance","/beta/deviceManagement/intents/{id}/categories/{id}/settings","/deviceManagement/intents/{id}/categories/{id}/settings","2","True"
"deviceSettingStateSummaries","deviceManagementIntentDeviceSettingStateSummary","/beta/deviceManagement/intents/{id}/deviceSettingStateSummaries","/deviceManagement/intents/{id}/deviceSettingStateSummaries","1","True"
"deviceStates","deviceManagementIntentDeviceState","/beta/deviceManagement/intents/{id}/deviceStates","/deviceManagement/intents/{id}/deviceStates","1","True"
"settings","deviceManagementSettingInstance","/beta/deviceManagement/intents/{id}/settings","/deviceManagement/intents/{id}/settings","1","True"
"userStates","deviceManagementIntentUserState","/beta/deviceManagement/intents/{id}/userStates","/deviceManagement/intents/{id}/userStates","1","True"
"settingDefinitions","deviceManagementSettingDefinition","/beta/deviceManagement/settingDefinitions","/deviceManagement/settingDefinitions","0","True"
"templates","deviceManagementTemplate","/beta/deviceManagement/templates","/deviceManagement/templates","0","True"
"categories","deviceManagementTemplateSettingCategory","/beta/deviceManagement/templates/{id}/categories","/deviceManagement/templates/{id}/categories","1","True"
"recommendedSettings","deviceManagementSettingInstance","/beta/deviceManagement/templates/{id}/categories/{id}/recommendedSettings","/deviceManagement/templates/{id}/categories/{id}/recommendedSettings","2","True"
"migratableTo","deviceManagementTemplate","/beta/deviceManagement/templates/{id}/migratableTo","/deviceManagement/templates/{id}/migratableTo","1","True"
"settings","deviceManagementSettingInstance","/beta/deviceManagement/templates/{id}/settings","/deviceManagement/templates/{id}/settings","1","True"
"cloudPCConnectivityIssues","cloudPCConnectivityIssue","/beta/deviceManagement/cloudPCConnectivityIssues","/deviceManagement/cloudPCConnectivityIssues","0","True"
"comanagedDevices","managedDevice","/beta/deviceManagement/comanagedDevices","/deviceManagement/comanagedDevices","0","True"
"assignmentFilterEvaluationStatusDetails","assignmentFilterEvaluationStatusDetails","/beta/deviceManagement/comanagedDevices/{id}/assignmentFilterEvaluationStatusDetails","/deviceManagement/comanagedDevices/{id}/assignmentFilterEvaluationStatusDetails","1","True"
"deviceCompliancePolicyStates","deviceCompliancePolicyState","/beta/deviceManagement/comanagedDevices/{id}/deviceCompliancePolicyStates","/deviceManagement/comanagedDevices/{id}/deviceCompliancePolicyStates","1","True"
"deviceConfigurationStates","deviceConfigurationState","/beta/deviceManagement/comanagedDevices/{id}/deviceConfigurationStates","/deviceManagement/comanagedDevices/{id}/deviceConfigurationStates","1","True"
"managedDeviceMobileAppConfigurationStates","managedDeviceMobileAppConfigurationState","/beta/deviceManagement/comanagedDevices/{id}/managedDeviceMobileAppConfigurationStates","/deviceManagement/comanagedDevices/{id}/managedDeviceMobileAppConfigurationStates","1","True"
"securityBaselineStates","securityBaselineState","/beta/deviceManagement/comanagedDevices/{id}/securityBaselineStates","/deviceManagement/comanagedDevices/{id}/securityBaselineStates","1","True"
"settingStates","securityBaselineSettingState","/beta/deviceManagement/comanagedDevices/{id}/securityBaselineStates/{id}/settingStates","/deviceManagement/comanagedDevices/{id}/securityBaselineStates/{id}/settingStates","2","True"
"detectedApps","detectedApp","/beta/deviceManagement/comanagedDevices/{id}/detectedApps","/deviceManagement/comanagedDevices/{id}/detectedApps","1","False"
"managedDevices","managedDevice","/beta/deviceManagement/comanagedDevices/{id}/detectedApps/{id}/managedDevices","/deviceManagement/comanagedDevices/{id}/detectedApps/{id}/managedDevices","2","False"
"deviceHealthScriptStates","deviceHealthScriptPolicyState","/beta/deviceManagement/comanagedDevices/{id}/deviceHealthScriptStates","/deviceManagement/comanagedDevices/{id}/deviceHealthScriptStates","1","False"
"logCollectionRequests","deviceLogCollectionResponse","/beta/deviceManagement/comanagedDevices/{id}/logCollectionRequests","/deviceManagement/comanagedDevices/{id}/logCollectionRequests","1","True"
"users","user","/beta/deviceManagement/comanagedDevices/{id}/users","/deviceManagement/comanagedDevices/{id}/users","1","False"
"cloudPCs","cloudPC","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/cloudPCs","/deviceManagement/comanagedDevices/{id}/users/{id}/cloudPCs","2","True"
"usageRights","usageRight","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/usageRights","/deviceManagement/comanagedDevices/{id}/users/{id}/usageRights","2","True"
"appRoleAssignedResources","servicePrincipal","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources","2","False"
"appManagementPolicies","appManagementPolicy","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appManagementPolicies","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appManagementPolicies","3","False"
"appliesTo","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appManagementPolicies/{id}/appliesTo","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appManagementPolicies/{id}/appliesTo","4","False"
"appRoleAssignedTo","appRoleAssignment","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appRoleAssignedTo","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appRoleAssignedTo","3","True"
"appRoleAssignments","appRoleAssignment","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appRoleAssignments","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/appRoleAssignments","3","True"
"claimsMappingPolicies","claimsMappingPolicy","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/claimsMappingPolicies","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/claimsMappingPolicies","3","False"
"createdObjects","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/createdObjects","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/createdObjects","3","False"
"delegatedPermissionClassifications","delegatedPermissionClassification","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/delegatedPermissionClassifications","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/delegatedPermissionClassifications","3","True"
"endpoints","endpoint","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/endpoints","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/endpoints","3","True"
"federatedIdentityCredentials","federatedIdentityCredential","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/federatedIdentityCredentials","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/federatedIdentityCredentials","3","True"
"homeRealmDiscoveryPolicies","homeRealmDiscoveryPolicy","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/homeRealmDiscoveryPolicies","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/homeRealmDiscoveryPolicies","3","False"
"licenseDetails","licenseDetails","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/licenseDetails","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/licenseDetails","3","True"
"memberOf","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/memberOf","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/memberOf","3","False"
"oauth2PermissionGrants","oAuth2PermissionGrant","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/oauth2PermissionGrants","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/oauth2PermissionGrants","3","False"
"ownedObjects","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/ownedObjects","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/ownedObjects","3","False"
"owners","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/owners","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/owners","3","False"
"permissionGrantPreApprovalPolicies","permissionGrantPreApprovalPolicy","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/permissionGrantPreApprovalPolicies","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/permissionGrantPreApprovalPolicies","3","False"
"tokenIssuancePolicies","tokenIssuancePolicy","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/tokenIssuancePolicies","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/tokenIssuancePolicies","3","False"
"tokenLifetimePolicies","tokenLifetimePolicy","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/tokenLifetimePolicies","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/tokenLifetimePolicies","3","False"
"transitiveMemberOf","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/transitiveMemberOf","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignedResources/{id}/transitiveMemberOf","3","False"
"appRoleAssignments","appRoleAssignment","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignments","/deviceManagement/comanagedDevices/{id}/users/{id}/appRoleAssignments","2","True"
"createdObjects","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/createdObjects","/deviceManagement/comanagedDevices/{id}/users/{id}/createdObjects","2","False"
"directReports","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/directReports","/deviceManagement/comanagedDevices/{id}/users/{id}/directReports","2","False"
"licenseDetails","licenseDetails","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/licenseDetails","/deviceManagement/comanagedDevices/{id}/users/{id}/licenseDetails","2","True"
"memberOf","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/memberOf","/deviceManagement/comanagedDevices/{id}/users/{id}/memberOf","2","False"
"oauth2PermissionGrants","oAuth2PermissionGrant","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/oauth2PermissionGrants","/deviceManagement/comanagedDevices/{id}/users/{id}/oauth2PermissionGrants","2","False"
"ownedDevices","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/ownedDevices","/deviceManagement/comanagedDevices/{id}/users/{id}/ownedDevices","2","False"
"ownedObjects","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/ownedObjects","/deviceManagement/comanagedDevices/{id}/users/{id}/ownedObjects","2","False"
"registeredDevices","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/registeredDevices","/deviceManagement/comanagedDevices/{id}/users/{id}/registeredDevices","2","False"
"scopedRoleMemberOf","scopedRoleMembership","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/scopedRoleMemberOf","/deviceManagement/comanagedDevices/{id}/users/{id}/scopedRoleMemberOf","2","True"
"sponsors","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/sponsors","/deviceManagement/comanagedDevices/{id}/users/{id}/sponsors","2","False"
"transitiveMemberOf","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/transitiveMemberOf","/deviceManagement/comanagedDevices/{id}/users/{id}/transitiveMemberOf","2","False"
"transitiveReports","directoryObject","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/transitiveReports","/deviceManagement/comanagedDevices/{id}/users/{id}/transitiveReports","2","False"
"calendarGroups","calendarGroup","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups","/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups","2","True"
"calendars","calendar","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars","/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars","3","True"
"calendarPermissions","calendarPermission","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarPermissions","/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarPermissions","4","True"
"calendarView","event","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarView","/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarView","4","True"
"attachments","attachment","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarView/{id}/attachments","/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarView/{id}/attachments","5","True"
"exceptionOccurrences","event","/beta/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarView/{id}/exceptionOccurrences","/deviceManagement/comanagedDevices/{id}/users/{id}/calendarGroups/{id}/calendars/{id}/calendarView/{id}/exceptionOccurrences","5","True"
