"Name","Type","Uri","Path","Depth","Contained"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/activities","6","True"
"children","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/children","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/children","6","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/extensions","6","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/permissions","6","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/subscriptions","6","True"
"thumbnails","thumbnailSet","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/thumbnails","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/thumbnails","6","True"
"versions","driveItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/following/{id}/versions","6","True"
"items","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items","5","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/activities","6","True"
"children","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/children","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/children","6","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/extensions","6","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/permissions","6","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/subscriptions","6","True"
"thumbnails","thumbnailSet","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/thumbnails","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/thumbnails","6","True"
"versions","driveItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/items/{id}/versions","6","True"
"special","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special","5","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/activities","6","True"
"children","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/children","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/children","6","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/extensions","6","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/permissions","6","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/subscriptions","6","True"
"thumbnails","thumbnailSet","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/thumbnails","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/thumbnails","6","True"
"versions","driveItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/drives/{id}/special/{id}/versions","6","True"
"sites","site","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites","4","True"
"columns","columnDefinition","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/columns","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/columns","5","True"
"contentModels","contentModel","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentModels","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentModels","5","True"
"contentTypes","contentType","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes","5","True"
"baseTypes","contentType","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/baseTypes","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/baseTypes","6","False"
"columnLinks","columnLink","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/columnLinks","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/columnLinks","6","True"
"columnPositions","columnDefinition","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/columnPositions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/columnPositions","6","False"
"columns","columnDefinition","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/columns","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/contentTypes/{id}/columns","6","True"
"documentProcessingJobs","documentProcessingJob","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/documentProcessingJobs","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/documentProcessingJobs","5","True"
"drives","drive","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives","5","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/activities","6","True"
"bundles","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles","6","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/activities","7","True"
"children","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/children","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/children","7","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/extensions","7","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/permissions","7","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/subscriptions","7","True"
"thumbnails","thumbnailSet","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/thumbnails","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/thumbnails","7","True"
"versions","driveItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/bundles/{id}/versions","7","True"
"following","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following","6","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/activities","7","True"
"children","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/children","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/children","7","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/extensions","7","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/permissions","7","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/subscriptions","7","True"
"thumbnails","thumbnailSet","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/thumbnails","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/thumbnails","7","True"
"versions","driveItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/following/{id}/versions","7","True"
"items","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items","6","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/activities","7","True"
"children","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/children","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/children","7","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/extensions","7","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/permissions","7","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/subscriptions","7","True"
"thumbnails","thumbnailSet","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/thumbnails","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/thumbnails","7","True"
"versions","driveItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/items/{id}/versions","7","True"
"special","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special","6","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/activities","7","True"
"children","driveItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/children","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/children","7","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/extensions","7","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/permissions","7","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/subscriptions","7","True"
"thumbnails","thumbnailSet","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/thumbnails","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/thumbnails","7","True"
"versions","driveItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/drives/{id}/special/{id}/versions","7","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/extensions","5","True"
"externalColumns","columnDefinition","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/externalColumns","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/externalColumns","5","False"
"items","baseItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/items","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/items","5","True"
"lists","list","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists","5","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/activities","6","True"
"columns","columnDefinition","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/columns","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/columns","6","True"
"contentTypes","contentType","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes","6","True"
"baseTypes","contentType","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/baseTypes","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/baseTypes","7","False"
"columnLinks","columnLink","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/columnLinks","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/columnLinks","7","True"
"columnPositions","columnDefinition","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/columnPositions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/columnPositions","7","False"
"columns","columnDefinition","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/columns","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/contentTypes/{id}/columns","7","True"
"items","listItem","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items","6","True"
"activities","itemActivityOLD","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/activities","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/activities","7","True"
"documentSetVersions","documentSetVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/documentSetVersions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/documentSetVersions","7","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/permissions","7","True"
"versions","listItemVersion","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/versions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/items/{id}/versions","7","True"
"operations","richLongRunningOperation","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/operations","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/operations","6","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/permissions","6","True"
"subscriptions","subscription","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/subscriptions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/lists/{id}/subscriptions","6","True"
"operations","richLongRunningOperation","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/operations","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/operations","5","True"
"pages","baseSitePage","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/pages","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/pages","5","True"
"pageTemplates","pageTemplate","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/pageTemplates","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/pageTemplates","5","True"
"webParts","webPart","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/pageTemplates/{id}/webParts","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/pageTemplates/{id}/webParts","6","True"
"permissions","permission","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/permissions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/permissions","5","True"
"sites","site","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/sites","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/sites/{id}/sites","5","True"
"extensions","extension","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/extensions","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/extensions","4","True"
"groupLifecyclePolicies","groupLifecyclePolicy","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/groupLifecyclePolicies","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/groupLifecyclePolicies","4","True"
"photos","profilePhoto","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/photos","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/joinedGroups/{id}/photos","4","True"
"mailFolders","mailFolder","/beta/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/mailFolders","/deviceManagement/detectedApps/{id}/managedDevices/{id}/users/{id}/mailFolders","3","True"
